x,y,z
1.67734,3.63454,97.7252
1.68667,3.63092,97.7215
1.69599,3.6273,97.7179
1.70531,3.62368,97.7143
1.71464,3.62007,97.7106
1.72396,3.61645,97.707
1.73328,3.61283,97.7033
1.7426,3.60922,97.6997
1.75193,3.6056,97.6961
1.76125,3.60198,97.6924
1.77057,3.59836,97.6888
1.7799,3.59475,97.6852
1.78922,3.59113,97.6815
1.79854,3.58751,97.6779
1.80786,3.5839,97.6742
1.81719,3.58028,97.6706
1.82651,3.57666,97.667
1.83583,3.57305,97.6633
1.84516,3.56943,97.6597
1.85448,3.56581,97.656
1.8638,3.56219,97.6524
1.87312,3.55858,97.6488
1.88245,3.55496,97.6451
1.89177,3.55134,97.6415
1.90109,3.54773,97.6378
1.91042,3.54411,97.6342
1.91974,3.54049,97.6306
1.92906,3.53688,97.6269
1.93839,3.53326,97.6233
1.94771,3.52964,97.6196
1.95703,3.52602,97.616
1.96635,3.52241,97.6124
1.97568,3.51879,97.6087
1.985,3.51517,97.6051
1.99432,3.51156,97.6014
2.00365,3.50794,97.5978
2.01297,3.50432,97.5942
2.02229,3.5007,97.5905
2.03161,3.49709,97.5869
2.04094,3.49347,97.5832
2.05026,3.48985,97.5796
2.05958,3.48624,97.576
2.06891,3.48262,97.5723
2.07823,3.479,97.5687
2.08755,3.47539,97.565
2.09688,3.47177,97.5614
2.1062,3.46815,97.5578
2.11552,3.46453,97.5541
2.12484,3.46092,97.5505
2.13417,3.4573,97.5468
2.14349,3.45368,97.5432
2.15281,3.45007,97.5396
2.16214,3.44645,97.5359
2.17146,3.44283,97.5323
2.18078,3.43921,97.5286
2.1901,3.4356,97.525
2.19943,3.43198,97.5214
2.20875,3.42836,97.5177
2.21807,3.42475,97.5141
2.2274,3.42113,97.5104
2.23672,3.41751,97.5068
2.24604,3.4139,97.5032
2.25536,3.41028,97.4995
2.26469,3.40666,97.4959
2.27401,3.40304,97.4922
2.28333,3.39943,97.4886
2.29266,3.39581,97.485
2.30198,3.39219,97.4813
2.3113,3.38858,97.4777
2.32063,3.38496,97.474
2.32995,3.38134,97.4704
2.33927,3.37773,97.4668
